video_id,title,desc,label
33965,	城市漫步vlog！  ,&分享我的日常点滴，喜欢的点个赞！&,0
24551,眼影盘配色技巧  ,#干皮护肤攻略，告别起皮！  $,3
28455,*化妆新手避坑指南！*,  干皮护肤攻略，告别起皮！  *,3
76068,游戏直播精彩瞬间  ,*游戏日常，快乐就完了🎯  %,2
20316,*自制奶茶 零失败～@,味道绝了，比外面买的还好吃！,1
88268,化妆新手避坑指南！,&显白口红合集，黄皮友好～*,3
78496,  城市漫步vlog！	,%分享我的日常点滴，喜欢的点个赞！  ,0
75068,*口红试色 显白款💄$,@这款粉底液不卡粉，混油皮冲！@,3
78382,眼影盘配色技巧  ,*显白口红合集，黄皮友好～%,3
50123,$独居生活的快乐@,分享我的日常点滴，喜欢的点个赞！,0
43372,游戏直播精彩瞬间  ,@游戏日常，快乐就完了🎯  &,2
99912,  城市漫步vlog！@,$记录平凡的生活瞬间，简单又美好 ～@,0
95729,化妆新手避坑指南！,干皮护肤攻略，告别起皮！  ,3
69450,	眼影盘配色技巧  @,  干皮护肤攻略，告别起皮！  *,3
70360,  口红试色 显白款💄  ,&干皮护肤攻略，告别起皮！  	,3
94981,*周末出游记～#,&记录平凡的生活瞬间，简单又美好 ～	,0
59605,自制奶茶 零失败～,#在家做美食，健康又卫生 🍲	,1
63837,#超好吃的红烧肉做法！  ,味道绝了，比外面买的还好吃！,1
96451,城市漫步vlog！,周末和朋友的小聚，超开心！  ,0
30263,和平精英吃鸡技巧  ,*游戏日常，快乐就完了🎯  #,2
54728,#周末出游记～	,&打工人的下班生活，治愈一切不开心✨$,0
20601,*粉底液测评 持妆12小时！	,  显白口红合集，黄皮友好～$,3
35046,*和平精英吃鸡技巧  %,  新副本通关攻略，保姆级教学～*,2
79591,@城市漫步vlog！$,打工人的下班生活，治愈一切不开心✨,0
30104,@吃鸡决赛圈打法！&,*新副本通关攻略，保姆级教学～%,2
33807,%城市漫步vlog！%,*分享我的日常点滴，喜欢的点个赞！@,0
27250,  家常菜教程 可乐鸡翅～  ,	步骤超简单，新手也能做🍳  ,1
67788,  校园生活碎片🧩&,周末和朋友的小聚，超开心！  ,0
54663,$火锅底料自制方法！  @,在家做美食，健康又卫生 🍲,1
46980,#家常菜教程 可乐鸡翅～$,@在家做美食，健康又卫生 🍲	,1
